question,A,B,C,D,E,answer,parse,model_output,correctness
烂积丸适用于哪些西医疾病,营养不良,甲沟炎,缺乏Properdin,急性扁桃体炎,抽搐,A,"该方剂西医疾病为营养不良、强迫症、上前牙突出导致的错颌畸形、多发性脂肪囊肿、肝腺瘤、伴有免疫异常的主动脉钙化症、视网膜动脉、毛周角化性蚕豆病、指纹模式相关的表型异常、无大肠息肉病的胃底息肉病、青光眼、46,XX男性性别逆转综合征、体重指数定量特征点1、肝硬化、巨型水泥瘤、胸腔内胃扭转、真皮皱褶、桡肘关节突、成髓不全症、霍纳综合征、重度情感障碍",A,1
参苏胶囊治疗哪些中医疾病,抽搐,阴痒,感冒,乳糜尿,产后血晕,C,该方剂中医疾病为感冒，鼻塞，发热，头痛，咳嗽,C,1
参茸安神丸与哪些靶点基因相关,PRKCE,AKR1C4,PLCG1,TTHA0940,SCGB1A1,C,该方剂靶点基因为PLCG1，RNASEL，HSD17B7，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，PLA2G6，CHRNA1，CHRND，ACHE，CHIA，ADA，ADK等。,A,0
疏肝益阳胶囊治疗哪些中医证候,痰瘀互结证,瘀阻咽喉证,胆郁痰扰证,肾精亏虚证,肝郁肾虚证,E,该方剂中医证候为肝郁肾虚证、气血瘀阻证、肝气郁结证、血瘀证,E,1
妇乐胶囊含有哪些中药材,白果,脾水解物,三七三醇皂苷,延胡索,对乙酰氨基酚,D,该方剂处方为忍冬藤、大青叶、蒲公英、牡丹皮、赤芍、川楝子、延胡索、甘草,D,1
八珍鹿胎膏具有哪些功效,消食健脾,祛淤生新,清湿热,泻火,调经温寒,E,该方剂功效为养血益气，调经温寒,E,1
妇炎消胶囊与哪些靶点基因相关,PRKCB,CA12,MAPK9,NMNAT1,MCL1,E,该方剂靶点基因为PLCG1，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6等。,A,0
小柴胡汤与哪些靶点基因相关,CDK2,SUCLG2,ABHD16A,PDK4,SUCNR1,C,该方剂靶点基因为PLCG1，RNASEL，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,0
补血益母颗粒具有哪些功效,祛瘀生新,平肝清热,宣通鼻窍,祛风去湿,消云退翳,A,该方剂功效为补益气血，祛瘀生新,A,1
荆防败毒丸适用于哪些西医疾病,注意缺陷多动障碍,肛瘘术后创面愈合,糖尿病周围神经病变,瘀血闭阻引起的支气管哮喘,霍纳综合征,E,该方剂西医疾病为上前牙突出导致的错颌畸形、粘膜溃疡、穆尔-托雷综合征、动脉粥样硬化易感性、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、甲状旁腺功能亢进症、多发性脂肪囊肿、乌平顿病、低钙高钙血症、伴有免疫异常的主动脉钙化症、李-弗劳米尼综合征、脾肿大、巨球蛋白血症、青光眼、Li-Fraumeni综合征、失聪、新型冠状病毒肺炎、霍纳综合征、脂肪性水肿,D,0
香砂和中丸有哪些功效,镇惊熄风,镇惊,祛湿定痛,健脾燥湿,止痉安神,D,该方剂功效为健脾燥湿，和中消积,D,1
羊胆丸含有哪些中药材,荷梗,盐酸克仑特罗,百部,二甲基亚砜,聚乙二醇6000,C,该方剂处方为羊胆干膏、浙贝母、百部、白及、甘草,C,1
沉香化滞丸包含哪些中药材,金刚刺,生牡蛎,三棱,三硅酸镁,蜘蛛香,C,该方剂处方为沉香、牵牛子、枳实、五灵脂、山楂、枳壳、陈皮、香附、厚朴、莪术、砂仁、三棱、木香、青皮、大黄,E,0
清眩治瘫丸治疗哪些中医疾病,眉棱骨痛,咽干,圆癣,眩晕,白驳风,D,该方剂中医疾病为偏枯，眩晕，中风,D,1
参茸固本片的类别是什么,补肾壮骨,祛暑剂,调经剂,化湿药,补益药,E,该方剂类别为补益药,E,1
鹅掌风药水具有哪些功效,温补肾阳,杀虫止痒,改善心肌供血量,化温热,解毒止痒,B,该方剂功效为祛风除湿，杀虫止痒,E,0
川芎茶调散中使药是哪些,威灵仙,布渣叶,刺猬皮,甘草,盐酸麻黄碱,D,该方剂君臣佐使为君药：川芎；臣药：羌活、白芷；使药：甘草,D,1
开光复明丸中君药是哪些,人工麝香,鹿鞭,想木,钩藤,石决明,E,该方剂君臣佐使为君药：石决明、羚羊角、黄连、红花、蒺藜、玄参、菊花、地黄、黄柏、龙胆、赤芍、栀子、防风、当归、泽泻、黄芩、大黄、冰片,E,1
通心络片治疗哪些西医疾病,冠心病心绞痛,膀胱萎缩,带状疱疹继发化脓性皮肤病,乙型病毒性肝炎,老年性肺炎,A,该方剂西医疾病为冠心病心绞痛、巨球蛋白血症、上前牙突出导致的错颌畸形、血小板信号处理缺陷、神经元病变、血小板减少症、真皮皱褶、多发性脂肪囊肿、肝腺瘤、低钙高钙血症、遗传性角化性皮炎、Li-Fraumeni综合征、三毛症、穆尔-托雷综合征、白斑病、霍纳综合征、指纹模式相关的表型异常、失聪、脂肪性水肿,A,1
双黄连滴眼液治疗哪些中医证候,肺经证,火毒内蕴证,风邪热毒证,伤食腹痛证,湿热毒证,C,该方剂中医证候为风邪热毒证,B,0
桃核承气汤与哪些靶点基因相关,NT5C2,ACOX1,PLCG1,PTGER3,FBXO41,C,该方剂靶点基因为PLCG1，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A等。,C,1
耳聋丸与哪些靶点基因相关,HIBCH,FGF1,BCAT2,RETSAT,HGS,B,该方剂靶点基因为PLCG1，PLCG2，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,0
肾炎舒颗粒适用于哪些中医证候,水湿内停证,风湿热证,风寒犯头证,脾胃积热证,风寒湿邪痹阻证,A,该方剂中医证候为水湿内停证、脾肾阳虚证,A,1
银翘解毒丸中佐药是哪些,桔梗,高山辣根菜,麻黄根,红丹,罗布麻,A,该方剂君臣佐使为君药：金银花、连翘；臣药：淡豆豉、荆芥、薄荷；佐药：牛蒡子、淡竹叶、桔梗；使药：甘草,A,1
龙胆泻肝汤适用于哪些西医疾病,内皮细胞的损伤,烧伤增生性瘢痕,罗姆博综合症,脊柱关节病,鼻炎,E,"该方剂西医疾病为鼻炎、急性肾盂肾炎、尿道炎、高血压、腹股沟淋巴腺炎、急性盆腔炎、头部湿疹、急性膀胱炎、急性黄疸型肝炎、带状疱疹、顽固性偏头痛、外耳道疖肿、睾丸炎、急性胆囊炎，以及泌尿生殖系炎症、外阴炎、虹膜睫状体炎、急性结膜炎、巨球蛋白血症、强迫症、46,XX男性性别逆转综合征、真皮皱褶、多发性脂肪囊肿、乌平顿病、新型冠状病毒肺炎、低钙高钙血症、霍纳综合征、角膜营养不良症、伴有免疫异常的主动脉钙化症、动脉粥样硬化易感性、指纹模式相关的表型异常、高级睡眠期综合征、失聪、脂肪性水肿",D,0
四虎散适用于哪些中医证候,风湿蕴肤证,阳气不足证,寒湿证,风邪中络证,心胃火盛证,C,该方剂中医证候为伤损筋骨证、寒湿证、湿痰证、风寒湿凝滞筋骨证,A,0
妇炎康复颗粒中君药是哪些,果上叶,薏苡仁,五灵脂,芜蔚子,煅石决明,B,该方剂君臣佐使为君药：薏苡仁、川楝子、败酱草、柴胡、陈皮、赤芍、黄芩,B,1
牛黄益金片的类别是哪些,补虚药,清热药,清热药,和解剂,清热祛湿,B,该方剂类别为清热药,B,1
速效心痛滴丸适用于哪些中医证候,肺热证,血热挟湿证,肝瘀证,肝阳上扰证,邪入心包证,B,该方剂中医证候为血热挟湿证,E,0
冰硼散中佐药是哪些,通草,荆芥油,天然冰片,玄明粉,胡椒,D,该方剂君臣佐使为君药：冰片；臣药：硼砂；佐药：玄明粉、朱砂,C,0
盘龙七片治疗哪些中医疾病,口糜,产后出血,跌打损伤,阴挺,喘促,C,该方剂中医疾病为跌打损伤，腰肌劳损，痹病，腰痛,C,1
复方双花口服液适用于哪些中医疾病,眉棱骨痛,早泄,肠风,血吸虫病,鼻塞,E,该方剂中医疾病为鼻塞，乳蛾，发热，头痛,E,1
桂龙咳喘宁胶囊含有哪些中药材,荆菔子,杉木果,桂枝,石斛,益母草膏,C,该方剂处方为桂枝、龙骨、白芍、生姜、大枣、炙甘草、牡蛎、黄连、法半夏、瓜萎皮、炒苦杏仁,C,1
伤科七味片有哪些功效,护肤止痒,镇惊熄风,化瘀,祛瘀消肿,清窍,D,该方剂功效为祛瘀消肿，活血止痛,C,0
骨通贴膏中君药是哪些,白术,鹿鞭,楮实子,金不换,黄柏,D,该方剂君臣佐使为君药：丁公藤、金不换；臣药：海风藤、乳香、麻黄；佐药：薄荷脑、肉桂油、三七、姜黄、樟脑、干姜、辣椒、当归、白芷,D,1
红卫蛇药片适用于哪些中医疾病,湿痹,积聚,恶虫叮咬伤,瘾疹,暴发火眼,C,该方剂中医疾病为恶虫叮咬伤，毒蛇咬伤,C,1
黄芪颗粒与哪些靶点基因相关,ARL3,DAPK3,YWHAG,PNLIP,PLCD1,C,该方剂靶点基因为YWHAG，PLCG1，PLCG2，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR2B，HTR2C，HTR6，DHCR7，ACHE，ADA，ADK，ADORA1等。,A,0
调经丸包含哪些中药材,天花粉,狮子尾,王指柑,绵马贯众,香附,E,该方剂处方为香附、甘草,E,1
痔血丸与哪些靶点基因相关,FPR3,EEA1,DUSP3,DYRK1A,RNASEL,C,该方剂靶点基因为CYP24A1，PLCG1，PLCG2，RNASEL，CYP27B1，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，PGD，ACHE，ADA等。,A,0
脑灵片与哪些靶点基因相关,DDX6,GGACT,RUNX1,SRM,PLCG1,E,该方剂靶点基因为PLCG1，RNASEL，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR6，HTR7，DHCR7，ACHE，CHIA，ADA，ADK，ADORA1，ADORA2A，ADORA2B等。,A,0
蚕蛾公补片中臣药是哪些,鱼腥草,金沙藤,洋金花,枳实,补骨脂,E,该方剂君臣佐使为君药：雄蚕蛾；臣药：补骨脂、肉苁蓉、菟丝子、蛇床子、淫羊藿、仙茅；佐药：熟地黄、枸杞子、人参、白术、当归,E,1
蛇胆川贝胶囊治疗哪些中医证候,心气阴两虚证,肝郁痰火证,胃证证,肺火证,肺热证,E,该方剂中医证候为痰热蕴肺证、肺热证,D,0
肝泰冲剂包含哪些中药材,柏子仁,云芝菌培养物,桔梗流浸膏,八角枫,鹅不食草浓缩液,A,该方剂处方为当归、郁金、白芍、桃仁、香附、地黄、五灵脂、柏子仁、陈皮、竹叶柴胡,B,0
消咳宁片治疗哪些西医疾病,周围神经病变,免疫性血小板减少性紫癜,心肌病,耳前瘘,糖尿病合并冠心病心绞痛,C,该方剂西医疾病为心肌病、冷冻性水肿、肺纤维化、神经元病变、幽门狭窄、长骨金刚瘤、霍纳综合征、皮炎、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、抗磷脂综合征、盆腔脂肪瘤伴交叉性肾异位症、特应性皮炎,E,0
小儿七珍丹治疗哪些中医证候,肠道虫积证,痰热动风证,气血不足证,虚陷证,阴虚毒恋证,B,该方剂中医证候为痰热动风证、痰食互结证、风邪袭表证,A,0
青果丸包含哪些中药材,白芍,水翁花,山麦冬,扁豆,凤凰衣,A,该方剂处方为青果、金银花、黄芩、北豆根、麦冬、玄参、白芍、桔梗,B,0
肝福冲剂包含哪些中药材,香菇,紫葳根皮,鲜槐枝,兰香草,金钱草,E,该方剂处方为金钱草、茵陈、板蓝根、黄芩、枳壳、柴胡、栀子,E,1
橘红化痰片中佐药是哪些,南板蓝根,五味子,胆膏,黑老虎,瞿麦,B,该方剂君臣佐使为君药：苦杏仁、化橘红；臣药：锦灯笼、川贝母、白矾；佐药：罂粟壳、五味子；使药：甘草,B,1
桂林西瓜霜中使药是哪些,甘草,广东神曲,酒白芍,鹿血,返魂草,A,该方剂君臣佐使为君药：西瓜霜；臣药：山豆根、黄连、黄柏、射干、黄芩；佐药：无患子果、薄荷脑、浙贝母、青黛、硼砂、大黄、冰片；使药：甘草,A,1
乾元丸具有哪些功效,除寒湿,疏通经络,润肠通便,清热化痰,调经止血,D,该方剂功效为清热化痰，熄风止痉,A,0
健胃消食片中臣药是哪些,苏子,大蒜,山药,油菜蜂花粉,大血藤,C,该方剂君臣佐使为君药：太子参；臣药：陈皮、山药,C,1
三黄膏适用于哪些中医证候,肝胃阴虚证,瘀阻经络证,胞宫虚寒证,心肝火旺证,热毒炽盛证,E,该方剂中医证候为热毒炽盛证,E,1
伤疖膏与哪些靶点基因相关,GPER1,ADRB3,YWHAG,NOX4,CYP21A2,C,该方剂靶点基因为YWHAG，PLCG1，EBP，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR2B，HTR2C，HTR7，CHRNA1，CHRND，ACHE，LYPLA1等。,A,0
清热解毒胶囊治疗哪些中医证候,血分证,风邪袭表证,初感疠气证,风寒袭鼻证,风邪外犯证,C,该方剂中医证候为热毒壅盛证、肝经风热证、初感疠气证,C,1
引阳索胶囊治疗哪些西医疾病,家族性脂蛋白脂酶缺乏症,巩膜炎,输卵管阻塞性不孕症,勃起功能障碍,蛋白S缺乏导致的血栓形成症,D,该方剂西医疾病为勃起功能障碍,D,1
柴枳四逆散与哪些靶点基因相关,PLCG1,ALAD,PDE7B,P3H2,CTSB,A,该方剂靶点基因为PLCG1，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A等。,A,1
乙肝益气解郁颗粒有哪些功效,宽中理气,利水消肿,健胃化滞,润肤止痒,益气化湿,E,该方剂功效为益气化湿，舒肝解郁,A,0
珍黄安宫片治疗哪些中医证候,风火上攻证,热闭证,心脾气血两虚证,厥阴头痛证,肾虚湿热瘀阻证,B,该方剂中医证候为痰热证、热毒炽盛证、热闭证、热盛动风证,A,0
紫雪中君药是哪些,水牛角浓缩粉,马钱子,砂仁,人工麝香,珍珠,D,该方剂君臣佐使为君药：水牛角浓缩粉、人工麝香、羚羊角；臣药：寒水石、玄参、石膏、滑石、升麻；佐药：玄明粉、沉香、木香、磁石、硝石、朱砂、丁香；使药：甘草,A,0
醒脾开胃颗粒中君药是哪些,红参,谷芽,平贝母,三叉苦,甘草浸膏,B,该方剂君臣佐使为君药：谷芽、稻芽；臣药：佛手、荷叶、香橼；佐药：冬瓜子、使君子、白芍；使药：甘草,B,1
治带片治疗哪些中医证候,暑热内郁证,肝胆湿热证,肝经热盛证,湿热下注证,血虚证,D,该方剂中医证候为胞宫湿热证、湿热下注证,D,1
丹栀逍遥胶囊与哪些靶点基因相关,RDH13,PLCG1,ALAS1,KCNJ12,PSEN1,B,该方剂靶点基因为PLCG1，PLCG2，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,B,1
麝香痔疮栓含有哪些中药材,相思子,厚朴去,金银花叶,姜皮,人工牛黄,E,该方剂处方为麝香酮、人工牛黄、珍珠、冰片、三七、五倍子、炉甘石、颠茄流浸膏,E,1
冠心生脉口服液包含哪些中药材,五味子,猪蹄甲,凤仙透骨草,梅根,紫河车,A,该方剂处方为人参、麦冬、五味子、丹参、赤芍、郁金、三七粉,A,1
保妇康栓治疗哪些中医证候,风热血热证,湿浊困阻证,脾失健运证,痰热阻肺证,湿热瘀滞证,E,该方剂中医证候为湿热瘀滞证,E,1
越鞠丸中君药是哪些,枫香脂,山姜子,水蜈蚣,珍珠菜,香附,E,该方剂君臣佐使为君药：香附；臣药：六神曲、苍术、川芎、栀子,E,1
益身灵丸治疗哪些中医证候,胃气上逆证,邪热内闭证,气虚血亏证,风湿凌目证,脾肾气虚证,C,该方剂中医证候为气血两虚证、气虚血亏证、心神不宁证,C,1
上海蛇药片适用于哪些西医疾病,放疗副作用,体表急性感染,外阴阴道炎,醛固酮增多症,疼痛,C,该方剂西医疾病为外阴阴道炎、上前牙突出导致的错颌畸形、神经元病变、远端骨硬化、抗磷脂综合征、多发性脂肪囊肿、乌平顿病、肝腺瘤、半骺发育不良伴软骨瘤和骨软骨瘤、髋关节发育不良、肌肉萎缩症、少动病-大肠癌综合征、角膜炎、主动脉瘤、失聪、新型冠状病毒肺炎、甲状腺肿、成髓不全症、霍纳综合征,B,0
小儿肺热咳喘颗粒具有哪些功效,镇咳,解表发汗,滋肾益精,缓肝调中,化痰平喘,E,该方剂功效为清热解毒，宣肺止咳，化痰平喘,E,1
消银片包含哪些中药材,糊精,豆豉姜,麻黄提取液,石菖蒲浸膏,当归,E,该方剂处方为地黄、玄参、牡丹皮、金银花、大青叶、当归、赤芍、红花、苦参、白鲜皮、防风、牛蒡子、蝉蜕,E,1
复方扶芳藤合剂含有哪些中药材,银耳耳基粉,叶下花,无水羊毛脂,扶芳藤,高山龙,D,该方剂处方为扶芳藤、黄芪、人参,D,1
龟鹿滋肾丸治疗哪些中医疾病,阳痿,上消,子痫,鼻疮,痹证,A,该方剂中医疾病为阳痿，遗精，眩晕，滑精，少寐，耳鸣，肾衰,A,1
舒筋活络酒适用于哪些中医疾病,肛瘘,风寒湿痹,昏迷,牛皮癣,痹病,E,该方剂中医疾病为湿阻，痹病,B,0
垂盆草颗粒具有哪些功效,减少心肌耗氧量,温肾健脾,清热解毒,醒脑散瘀,化痰清肝,C,该方剂功效为清热解毒，活血利湿,C,1
藿香水的类别是什么,调经剂,理气药,理气剂,清热祛暑药,清肠化痔,D,该方剂类别为清热祛暑药,D,1
牛黄至宝丸具有哪些功效,理气开窍,祛风去湿,通关,通经,泻火通便,E,该方剂功效为清热解毒，泻火通便,C,0
胃乐胶囊适用于哪些中医疾病,胰腺癌,无名肿痛,胃脘痛,褥疮,血风疮,C,该方剂中医疾病为胃胀，泛酸，胃脘痛，呕吐，胃痛，溃疡,C,1
三金胶囊中君药是哪些,赤石脂,金沙藤,凤仙透骨草,薄荷油,桃金娘根,B,该方剂君臣佐使为君药：金沙藤；臣药：积雪草、羊开口；佐药：金樱根,B,1
培坤丸适用于哪些中医疾病,瘀血流注,不孕,顽癣,呕吐,梅毒,B,该方剂中医疾病为月经失调，不孕，带下，白带，带下病,B,1
竭红跌打酊具有哪些功效,化痞去瘀,活血,补肾宁心,疏郁止痛,活络止痛,E,该方剂功效为散瘀消肿，活络止痛,E,1
四季感冒片有哪些功效,益精血,去瘀止痛,清热解表,消积杀虫,破血散结,C,该方剂功效为清热解表,C,1
补益活络丸有哪些功效,搜风剔邪,消散乳块,健中醒脾,祛风胜湿,祛风解热,D,该方剂功效为益气补肾，舒筋通络，祛风胜湿，活血,A,0
通宣理肺膏的类别是什么,止咳平喘剂,疗伤止痛,表里双解剂,疮疡消药,凉血活血,A,该方剂类别为止咳平喘剂,A,1
儿童回春颗粒与哪些靶点基因相关,TYMS,TPK1,PDF,NPPB,PKN1,A,该方剂靶点基因为PLCG1，HSD17B7，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A，HTR6等。,A,1
清热解毒糖浆具有哪些功效,追风祛湿,理气止呕,清热解毒,降火涤痰,消食开胃,C,该方剂功效为清热解毒,C,1
夜宁糖浆含有哪些中药材,合欢皮,甘草炙,鹿角霜,糖化素,玉叶金花,A,该方剂处方为合欢皮、甘草、首乌藤、大枣、女贞子、灵芝、浮小麦,A,1
盆炎净片与哪些靶点基因相关,KLK7,APOBEC3G,RARS1,RAB8B,PLCG1,E,该方剂靶点基因为PLCG1，RNASEL，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7等。,A,0
利肝隆片治疗哪些中医证候,精气不足证,肝肾不足，寒滞肝脉证,乳食内积证,肾阳虚证,热毒淤肝证,E,该方剂中医证候为气血两虚证、肝郁湿热证、热毒淤肝证,E,1
柏子仁丸与哪些靶点基因相关,NPY1R,EPHA2,PLCG1,ACCS,AHSP,C,该方剂靶点基因为PLCG1，RNASEL，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR2B，HTR2C，HTR3A，HTR6，HTR7，DHCR7，ACHE，CHIA，ADORA1，ADORA2A，ADORA2B，ADORA2A，ADORA3，CD38等。,A,0
瑞草油含有哪些中药材,桑葚,牛西西,樟脑,黑种草子,紫苏,C,该方剂处方为樟脑、桉油、薄荷脑、水杨酸甲酯、水杨酸乙酯、薰衣草油,A,0
喉康散有哪些功效,追风,益气解毒,清热解毒,温阳通脉,填精补髓,C,该方剂功效为清热解毒，消炎止痛,C,1
都梁丸适用于哪些中医疾病,急乳蛾,崩中,疗疮,偏头痛,水火烫伤,D,该方剂中医疾病为头痛，偏头痛,D,1
驳骨水治疗哪些西医疾病,血小板原发性释放障碍,抑制炎症因子,血管性痴呆,疱疹性皮炎,手术后或产后身体虚弱,D,该方剂西医疾病为疱疹性皮炎、甲状旁腺功能亢进症、上前牙突出导致的错颌畸形、多发性脂肪囊肿、新型冠状病毒肺炎、乳腺癌-卵巢癌、低钙高钙血症、遗传性角化性皮炎、霍纳综合征、Li-Fraumeni综合征、穆尔-托雷综合征、肝硬化、伴有免疫异常的主动脉钙化症、角膜营养不良症、免疫缺陷伴有白细胞和淋巴细胞功能缺陷以及对组胺-1拮抗剂的反应、抗磷脂综合征、失聪、脂肪性水肿,E,0
丹栀逍遥丸包含哪些中药材,牡丹皮,玳瑁,酒牛膝,羊红膻,炮象皮,A,该方剂处方为牡丹皮、栀子,A,1
消瘿五海丸含有哪些中药材,香排草,夏枯草,灵芝菌浸膏,银环蛇,五味子,B,该方剂处方为夏枯草、海藻、海带、海螺、昆布、蛤壳、木香、川芎,B,1
双虎清肝颗粒具有哪些功效,去积驱虫,活血润燥,理气活血,脱毒排脓,化气利水,C,该方剂功效为清热利湿，化痰宽中，理气活血,C,1
加味七厘散适用于哪些西医疾病,宫颈糜烂,桡肘关节突,癔病性昏厥,婴儿白内障,失聪,E,"该方剂西医疾病为骨痛、肾炎/骨质疏松症、上前牙突出导致的错颌畸形、血小板减少症、46,XX男性性别逆转综合征、多发性脂肪囊肿、新型冠状病毒肺炎、低钙高钙血症、Li-Fraumeni综合征、半骺发育不良伴软骨瘤和骨软骨瘤、霍纳综合征、穆尔-托雷综合征、中性粒细胞减少、肝硬化、伯纳德-苏利尔综合征、脾肿大、失聪、脂肪性水肿",C,0
咳喘静糖浆的类别是哪些,消食化积,补益剂,化痰药,杀虫止痒,清热通窍,C,该方剂类别为化痰药,B,0
藤黄健骨片中君药是哪些,肉苁蓉,鳖甲胶,大腹皮,竹叶,茵陈,A,该方剂君臣佐使为君药：肉苁蓉、熟地黄、鸡血藤；臣药：鹿衔草、骨碎补、淫羊藿；佐药：莱菔子,B,0
天王补心丸具有哪些功效,补肺健脾,补阳益气,增加食欲,疏风通窍,补心安神,E,该方剂功效为滋阴养血，补心安神,E,1
宽胸利膈丸与哪些靶点基因相关,PTPN1,POR,RGS8,NEIL2,GLRX,A,该方剂靶点基因为CYP24A1，PLCG1，CYP27B1，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C等。,A,1
肝苏片适用于哪些中医证候,心胆气虚证,湿热蕴结证,肝脾不和证,中焦气滞证,痰热内闭证,B,该方剂中医证候为湿热蕴结证,C,0
胃灵冲剂适用于哪些中医疾病,消渴病,泛酸,牙宣,哮证,疟母,B,该方剂中医疾病为泛酸，胃脘痛,B,1
泌尿宁颗粒中君药是哪些,洪连,熟地黄,丝瓜络,篇蓄,延胡索,D,该方剂君臣佐使为君药：黄柏、篇蓄；臣药：茼麻子、桑寄生、五味子、续断；佐药：柴胡、白芷；使药：甘草,D,1
痹通药酒与哪些靶点基因相关,ATIC,PLCG1,RET,HMOX1,GABBR2,B,该方剂靶点基因为PLCG1，PLCG2，EBP，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR2B，HTR2C，HTR6，HTR7，DHCR7，ACHE，LYPLA1，LYPLA2，ADA，ADK，ADORA1，ADORA2A等。,B,1
小儿珍贝散适用于哪些中医证候,阳虚寒积证,痰瘀闭阻证,阴虚痰热证,瘀血阻滞证,肺热壅盛证,E,该方剂中医证候为肺热壅盛证,C,0
归脾合剂治疗哪些中医疾病,瘘管,伤风鼻塞,心悸,小儿蛔虫病,肥胖症,C,该方剂中医疾病为心悸，眩晕，崩漏，不寐，失眠，便血,C,1
金龙舒胆颗粒适用于哪些西医疾病,夜盲症,卵巢癌,桥本甲状腺炎,肠伤寒,流产子宫出血,C,该方剂西医疾病为巨球蛋白血症、伴有免疫异常的主动脉钙化症、青光眼、恶性高热、多发性脂肪囊肿、桥本甲状腺炎、新型冠状病毒肺炎、低钙高钙血症、遗传性角化性皮炎、Li-Fraumeni综合征、霍纳综合征、穆尔-托雷综合征、三毛症、角膜营养不良症、肝硬化、失聪、脂肪性水肿,D,0
香砂养胃丸与哪些靶点基因相关,SF3B3,SOAT1,PCCA,GPX7,PLCG1,E,该方剂靶点基因为PLCG1，RNASEL，EBP，SRD5A2，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PDPK1，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2A，HTR2B，HTR2C，HTR3A等。,A,0
活胃散与哪些靶点基因相关,NDUFA8,NR1I3,DAPK1,THRB,HS3ST3A1,C,该方剂靶点基因为PLCG1，SRD5A2，PRKAB1，HTR1B，HTR1D，HTR1E，HTR1F，HTR2B，HTR2C，HTR3A，HTR6，HTR7，PGD，ACHE，ADA，ADK，ADORA1，ADORA2A，ADORA2B，ADORA2A等。,A,0
微达康膏有哪些功效,退黄,补肾安神,益肾通络,清火顺气,止痢止泻,B,该方剂功效为扶正固本，补肾安神,A,0
野木瓜片与哪些靶点基因相关,SUV39H1,ASNS,HTT,CTSG,THBD,C,该方剂靶点基因为ADORA1，BCL2L1，F10，HDAC1，HTT，MCL1，PTGS2，PRKCA，RGS16，RGS19，RGS7，RGS8，F3。,A,0
康妇消炎栓具有哪些功效,化瘀凉血止血,利湿散结,降火生津,消积理滞,温补肾阳,B,该方剂功效为清热解毒，利湿散结，杀虫止痒,B,1
清眩片适用于哪些中医疾病,头痛,冻伤,尿频,骨痹,健忘,A,该方剂中医疾病为头痛，鼻塞，牙痛，偏头痛，眩晕,A,1
